Passenger ID,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
5064,Male,Loyal Customer,59,Business travel,Eco,666,2,5,5,5,2,2,2,2,3,2,4,2,4,2,0,0,neutral or dissatisfied
5065,Female,Loyal Customer,20,Business travel,Business,908,3,3,3,3,4,4,4,4,4,5,5,3,5,4,49,33,satisfied
5066,Male,Loyal Customer,60,Business travel,Business,946,1,1,1,1,3,4,4,4,4,4,4,3,4,3,0,17,satisfied
5067,Female,Loyal Customer,68,Personal Travel,Eco,187,1,3,1,3,4,4,3,4,4,1,4,4,4,1,0,0,neutral or dissatisfied
5068,Female,Loyal Customer,63,Personal Travel,Eco,2248,3,4,3,4,3,5,4,4,4,3,4,5,4,5,0,0,neutral or dissatisfied
5069,Male,Loyal Customer,63,Personal Travel,Eco,370,4,0,3,3,4,3,4,4,4,5,5,4,4,4,0,0,neutral or dissatisfied
5070,Male,Loyal Customer,32,Business travel,Business,2702,4,5,4,5,4,4,4,4,2,4,4,3,3,4,1,2,neutral or dissatisfied
5071,Female,disloyal Customer,30,Business travel,Eco,479,4,2,4,3,2,4,2,2,1,1,3,4,3,2,15,0,neutral or dissatisfied
5072,Male,Loyal Customer,7,Personal Travel,Eco,1180,3,4,3,1,3,3,5,3,3,4,3,3,4,3,38,53,neutral or dissatisfied
5073,Male,disloyal Customer,36,Business travel,Eco,399,1,3,1,4,5,1,5,5,1,1,5,1,2,5,0,1,neutral or dissatisfied
5074,Female,Loyal Customer,68,Personal Travel,Eco,472,3,1,3,4,4,3,3,1,1,3,3,3,1,3,1,0,neutral or dissatisfied
5075,Male,Loyal Customer,31,Business travel,Business,2008,2,4,2,4,2,2,2,2,1,1,3,2,3,2,0,0,neutral or dissatisfied
5076,Male,Loyal Customer,40,Business travel,Business,134,3,3,3,3,5,5,5,5,5,5,5,3,5,3,0,0,satisfied
5077,Male,disloyal Customer,18,Business travel,Eco,957,4,4,4,5,2,4,1,2,4,2,4,5,5,2,0,0,satisfied
5078,Female,Loyal Customer,27,Business travel,Eco Plus,2402,5,1,5,1,5,5,5,5,2,3,5,1,4,5,0,0,satisfied
5079,Female,Loyal Customer,42,Business travel,Business,1773,4,4,4,4,2,4,4,4,4,4,4,4,4,5,0,5,satisfied
5080,Female,Loyal Customer,15,Personal Travel,Eco Plus,349,2,5,2,3,2,2,2,2,3,5,5,4,4,2,60,75,neutral or dissatisfied
5081,Female,Loyal Customer,39,Business travel,Business,1076,2,2,2,2,3,3,2,4,4,4,4,5,4,2,0,0,satisfied
5082,Male,Loyal Customer,39,Personal Travel,Eco,125,4,3,4,3,5,4,5,5,4,5,1,3,4,5,0,0,neutral or dissatisfied
5083,Male,Loyal Customer,34,Personal Travel,Eco,569,3,4,3,4,1,3,5,1,3,2,4,4,4,1,0,0,neutral or dissatisfied
5084,Male,Loyal Customer,46,Business travel,Business,3259,4,4,3,4,3,5,5,4,4,4,4,4,4,5,46,60,satisfied
5085,Female,Loyal Customer,16,Personal Travel,Eco,125,4,3,4,4,1,4,1,1,3,2,4,2,4,1,55,54,neutral or dissatisfied
5086,Male,Loyal Customer,42,Business travel,Eco Plus,789,5,5,2,5,5,5,5,4,1,1,5,5,1,5,151,127,satisfied
5087,Female,Loyal Customer,47,Business travel,Business,2232,4,4,4,4,3,2,4,4,4,4,3,4,4,3,63,60,satisfied
5088,Male,Loyal Customer,53,Business travel,Business,812,2,2,2,2,4,5,4,4,4,4,4,3,4,4,0,0,satisfied
5089,Female,Loyal Customer,62,Business travel,Business,2648,5,5,5,5,3,4,3,5,5,5,5,3,5,4,0,0,satisfied
5090,Male,Loyal Customer,38,Personal Travel,Eco,491,2,5,2,5,3,2,5,3,4,5,5,4,4,3,59,65,neutral or dissatisfied
5091,Male,Loyal Customer,22,Personal Travel,Eco,1072,5,4,5,4,2,5,2,2,3,5,5,5,5,2,2,0,satisfied
5092,Male,Loyal Customer,7,Personal Travel,Business,533,2,4,2,2,1,2,4,1,3,4,5,5,4,1,0,0,neutral or dissatisfied
5093,Male,Loyal Customer,45,Business travel,Business,2462,5,5,5,5,4,5,4,4,4,4,4,4,4,5,0,0,satisfied
5094,Male,Loyal Customer,49,Business travel,Business,2735,0,5,0,5,4,1,2,1,1,1,1,5,1,5,0,0,satisfied
5095,Male,disloyal Customer,25,Business travel,Eco,395,2,2,2,3,4,2,4,4,4,3,4,3,3,4,45,64,neutral or dissatisfied
5096,Male,Loyal Customer,38,Business travel,Business,239,3,3,3,3,2,5,5,4,4,4,4,5,4,3,0,0,satisfied
5097,Female,Loyal Customer,75,Business travel,Business,3680,4,4,4,4,2,1,2,4,4,4,4,5,4,5,0,0,satisfied
5098,Male,Loyal Customer,40,Business travel,Business,1608,5,5,5,5,3,4,4,5,5,5,5,3,5,4,4,0,satisfied
5099,Male,disloyal Customer,30,Business travel,Business,896,3,3,3,3,2,3,2,2,4,2,5,4,4,2,0,3,neutral or dissatisfied
5100,Female,disloyal Customer,22,Business travel,Eco,762,5,5,5,2,2,5,2,2,4,2,4,3,5,2,0,26,satisfied
5101,Male,Loyal Customer,51,Business travel,Business,3839,3,3,3,3,5,5,4,2,2,2,2,5,2,4,0,0,satisfied
5102,Female,disloyal Customer,25,Business travel,Business,931,4,5,4,3,1,4,1,1,4,3,4,3,5,1,14,15,neutral or dissatisfied
5103,Male,Loyal Customer,61,Business travel,Eco,213,5,4,4,4,5,5,5,5,1,4,4,2,3,5,0,0,satisfied
5104,Male,disloyal Customer,26,Business travel,Business,2475,4,4,4,3,4,2,2,5,3,3,4,2,5,2,8,15,neutral or dissatisfied
5105,Female,Loyal Customer,43,Business travel,Business,767,2,2,2,2,5,4,5,4,4,4,4,4,4,5,0,0,satisfied
5106,Female,Loyal Customer,14,Personal Travel,Eco,641,4,4,4,3,4,4,4,4,3,3,4,4,5,4,0,15,neutral or dissatisfied
5107,Male,Loyal Customer,60,Business travel,Eco,212,2,4,4,4,2,2,2,2,3,2,3,3,2,2,12,15,neutral or dissatisfied
5108,Male,Loyal Customer,45,Business travel,Eco,347,4,3,3,3,4,4,4,4,4,1,4,4,5,4,0,0,satisfied
5109,Male,Loyal Customer,52,Personal Travel,Business,1222,3,2,3,3,2,3,3,4,4,3,4,1,4,2,0,0,neutral or dissatisfied
5110,Male,disloyal Customer,27,Business travel,Eco,207,2,0,2,1,4,2,1,4,1,5,2,1,4,4,0,0,neutral or dissatisfied
5111,Female,Loyal Customer,43,Business travel,Business,164,1,3,3,3,2,2,1,4,4,3,1,4,4,2,0,0,neutral or dissatisfied
5112,Male,Loyal Customer,47,Business travel,Business,581,1,1,1,1,2,5,4,5,5,5,5,4,5,3,0,0,satisfied
5113,Female,Loyal Customer,43,Personal Travel,Eco,833,2,4,2,1,5,4,4,3,3,2,3,4,3,5,0,0,neutral or dissatisfied
5114,Female,Loyal Customer,25,Personal Travel,Eco,1947,3,5,3,3,3,3,3,3,3,5,3,3,4,3,6,10,neutral or dissatisfied
5115,Male,Loyal Customer,54,Business travel,Business,2806,2,2,2,2,3,5,4,4,4,4,4,5,4,3,0,0,satisfied
5116,Male,Loyal Customer,58,Personal Travel,Eco,448,4,4,4,4,4,1,3,5,3,5,4,3,4,3,146,125,neutral or dissatisfied
5117,Male,disloyal Customer,16,Business travel,Eco,362,1,1,1,3,3,1,3,3,1,1,4,2,3,3,21,16,neutral or dissatisfied
5118,Male,Loyal Customer,47,Business travel,Business,438,3,2,5,5,1,3,3,3,3,3,3,3,3,2,0,15,neutral or dissatisfied
5119,Female,Loyal Customer,33,Personal Travel,Eco,2475,3,5,4,3,3,4,3,3,5,2,5,3,4,3,12,9,neutral or dissatisfied
5120,Female,disloyal Customer,23,Business travel,Eco,372,2,3,2,4,2,2,1,2,3,4,3,3,3,2,0,11,neutral or dissatisfied
5121,Female,Loyal Customer,54,Personal Travel,Eco,162,3,4,3,4,3,5,4,3,3,3,3,3,3,4,19,8,neutral or dissatisfied
5122,Female,Loyal Customer,51,Business travel,Business,192,0,5,0,4,5,2,3,5,5,3,3,4,5,2,60,54,satisfied
5123,Male,Loyal Customer,59,Business travel,Business,351,1,1,1,1,5,5,4,4,4,4,4,3,4,5,0,0,satisfied
5124,Male,Loyal Customer,58,Business travel,Eco,1504,2,2,2,2,2,2,2,2,1,1,4,1,4,2,27,42,neutral or dissatisfied
5125,Male,disloyal Customer,73,Business travel,Business,222,2,2,2,4,1,2,1,1,3,3,4,2,4,1,0,0,neutral or dissatisfied
5126,Female,Loyal Customer,65,Personal Travel,Eco,304,3,5,3,2,3,5,4,5,5,3,5,4,5,4,0,0,neutral or dissatisfied
5127,Male,Loyal Customer,41,Business travel,Business,442,5,5,5,5,5,4,4,5,5,5,5,3,5,5,0,0,satisfied
5128,Female,Loyal Customer,63,Personal Travel,Eco,192,2,5,2,3,3,4,5,3,3,2,3,4,3,3,23,25,neutral or dissatisfied
5129,Male,Loyal Customer,50,Business travel,Business,192,3,4,4,4,4,4,4,2,2,2,3,2,2,1,0,0,neutral or dissatisfied
5130,Male,Loyal Customer,59,Personal Travel,Eco,1299,1,4,1,1,4,1,4,4,3,4,4,3,5,4,0,4,neutral or dissatisfied
5131,Female,disloyal Customer,8,Business travel,Eco,1024,4,4,4,3,5,4,3,5,4,1,3,4,3,5,0,0,neutral or dissatisfied
5132,Male,Loyal Customer,37,Business travel,Business,3022,1,1,5,1,5,4,4,3,3,4,3,4,3,3,0,2,satisfied
5133,Male,Loyal Customer,42,Personal Travel,Eco,2422,3,4,3,1,3,4,4,4,4,5,4,4,4,4,0,0,neutral or dissatisfied
5134,Male,disloyal Customer,25,Business travel,Business,282,4,1,4,3,4,4,4,4,2,1,4,3,3,4,0,0,neutral or dissatisfied
5135,Female,disloyal Customer,25,Business travel,Eco,1235,2,2,2,3,2,2,2,2,3,1,5,5,5,2,3,1,neutral or dissatisfied
5136,Female,disloyal Customer,17,Business travel,Eco,933,1,1,1,4,3,1,3,3,1,5,2,1,1,3,0,0,neutral or dissatisfied
5137,Female,Loyal Customer,38,Business travel,Eco Plus,1416,5,3,3,3,5,5,5,5,2,4,2,5,4,5,7,3,satisfied
5138,Female,Loyal Customer,10,Personal Travel,Eco,1532,3,4,3,1,4,3,4,4,4,3,4,4,5,4,0,0,neutral or dissatisfied
5139,Female,Loyal Customer,60,Business travel,Business,814,2,2,4,2,5,5,4,5,5,5,5,3,5,3,4,0,satisfied
5140,Female,disloyal Customer,51,Business travel,Business,484,1,1,1,1,4,1,4,4,4,4,4,5,4,4,0,0,neutral or dissatisfied
5141,Male,Loyal Customer,52,Business travel,Eco,345,4,4,4,4,4,4,4,4,5,3,4,1,3,4,51,48,satisfied
5142,Male,disloyal Customer,11,Business travel,Eco,999,2,2,2,1,4,2,4,4,3,5,5,3,4,4,0,0,neutral or dissatisfied
5143,Male,Loyal Customer,47,Business travel,Business,3572,1,1,1,1,5,4,5,4,4,5,3,4,4,1,0,0,satisfied
5144,Male,disloyal Customer,22,Business travel,Eco,201,2,4,2,4,5,2,5,5,4,5,4,5,4,5,45,45,neutral or dissatisfied
5145,Female,Loyal Customer,64,Personal Travel,Eco,285,1,3,1,1,4,3,5,4,4,1,4,4,4,1,0,0,neutral or dissatisfied
5146,Female,Loyal Customer,36,Personal Travel,Eco,1035,3,4,3,2,1,3,1,1,5,5,4,4,4,1,18,3,neutral or dissatisfied
5147,Female,Loyal Customer,31,Business travel,Business,2146,3,5,4,5,3,3,3,3,1,2,3,3,3,3,0,0,neutral or dissatisfied
5148,Male,Loyal Customer,31,Business travel,Eco,2599,0,0,0,5,3,0,3,3,5,1,5,2,5,3,0,0,satisfied
5149,Male,disloyal Customer,43,Business travel,Eco,300,1,4,1,3,2,1,2,2,2,2,4,4,4,2,0,20,neutral or dissatisfied
5150,Male,Loyal Customer,35,Business travel,Eco,813,4,3,4,4,4,4,4,4,4,1,2,3,2,4,0,0,neutral or dissatisfied
5151,Female,Loyal Customer,43,Business travel,Business,247,2,2,2,2,4,5,4,4,4,4,4,4,4,4,58,67,satisfied
5152,Male,Loyal Customer,48,Business travel,Business,3666,4,4,4,4,4,5,4,5,5,5,5,3,5,3,7,2,satisfied
5153,Female,Loyal Customer,29,Personal Travel,Eco,1050,5,5,5,4,4,5,4,4,4,5,4,3,5,4,2,0,satisfied
5154,Male,Loyal Customer,47,Personal Travel,Eco Plus,201,2,2,2,3,1,2,1,1,1,1,4,3,4,1,0,0,neutral or dissatisfied
5155,Female,Loyal Customer,50,Business travel,Business,2041,5,5,5,5,4,4,5,5,5,5,5,5,5,3,0,0,satisfied
5156,Female,Loyal Customer,8,Personal Travel,Eco,954,2,5,3,3,3,3,3,3,4,3,5,5,4,3,0,0,neutral or dissatisfied
5157,Male,Loyal Customer,53,Business travel,Business,2390,4,4,4,4,2,4,4,5,5,5,5,4,5,5,0,30,satisfied
5158,Male,Loyal Customer,49,Personal Travel,Eco,147,1,4,0,2,5,0,5,5,5,1,3,2,2,5,14,2,neutral or dissatisfied
5159,Male,disloyal Customer,37,Business travel,Business,507,4,4,4,4,5,4,5,5,5,2,4,5,5,5,0,0,satisfied
5160,Female,Loyal Customer,25,Business travel,Eco,925,4,4,4,4,4,4,1,4,3,4,3,3,3,4,0,0,neutral or dissatisfied
5161,Male,disloyal Customer,38,Business travel,Eco Plus,83,1,2,2,4,5,2,5,5,1,4,5,5,1,5,5,11,neutral or dissatisfied
5162,Male,Loyal Customer,67,Business travel,Business,3803,3,5,5,5,4,2,2,3,3,3,3,3,3,2,92,91,neutral or dissatisfied
5163,Female,disloyal Customer,27,Business travel,Eco,406,2,3,2,3,4,2,4,4,3,4,4,3,4,4,0,0,neutral or dissatisfied
5164,Male,disloyal Customer,38,Business travel,Eco,441,3,4,3,3,3,3,3,3,3,3,3,3,3,3,100,104,neutral or dissatisfied
5165,Male,Loyal Customer,57,Business travel,Business,3216,5,1,5,5,4,5,4,4,4,4,4,3,4,4,2,4,satisfied
5166,Female,Loyal Customer,32,Personal Travel,Eco,351,3,4,3,4,4,3,4,4,4,3,4,5,4,4,0,0,neutral or dissatisfied
5167,Male,Loyal Customer,42,Business travel,Business,550,4,5,5,5,5,4,4,4,4,4,4,3,4,2,18,10,neutral or dissatisfied
5168,Female,disloyal Customer,24,Business travel,Business,1464,4,0,4,4,2,4,2,2,3,5,4,3,4,2,0,0,satisfied
5169,Male,Loyal Customer,49,Business travel,Business,842,5,5,5,5,2,4,5,4,4,4,4,4,4,4,56,64,satisfied
5170,Female,Loyal Customer,31,Business travel,Business,2589,5,5,5,5,3,3,3,3,5,3,4,5,4,3,0,28,satisfied
5171,Female,Loyal Customer,18,Business travel,Business,296,1,5,5,5,1,1,1,1,4,5,3,1,4,1,0,42,neutral or dissatisfied
5172,Male,Loyal Customer,56,Business travel,Business,2784,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,0,satisfied
5173,Female,Loyal Customer,33,Business travel,Business,453,4,4,4,4,2,4,4,4,4,4,4,4,4,3,0,0,satisfied
5174,Male,Loyal Customer,18,Personal Travel,Eco,420,3,5,3,2,5,3,5,5,4,5,3,3,2,5,0,2,neutral or dissatisfied
5175,Male,Loyal Customer,48,Personal Travel,Eco,240,4,2,4,3,2,4,4,2,1,3,2,3,3,2,0,0,neutral or dissatisfied
5176,Female,disloyal Customer,25,Business travel,Eco,475,2,3,2,3,3,2,4,3,1,2,3,3,3,3,37,28,neutral or dissatisfied
5177,Male,disloyal Customer,25,Business travel,Eco,136,2,0,3,1,3,3,3,3,3,3,4,2,5,3,0,7,neutral or dissatisfied
5178,Male,Loyal Customer,57,Business travel,Eco,297,2,5,5,5,3,2,3,3,2,5,4,1,3,3,0,0,neutral or dissatisfied
5179,Female,Loyal Customer,61,Business travel,Business,231,0,0,0,5,1,1,1,5,5,5,5,2,5,2,3,14,satisfied
5180,Female,Loyal Customer,45,Business travel,Business,2616,3,3,3,3,2,4,4,3,3,3,3,1,3,3,29,17,neutral or dissatisfied
5181,Male,Loyal Customer,59,Business travel,Business,2824,4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,0,satisfied
5182,Male,Loyal Customer,63,Personal Travel,Business,102,4,4,4,3,3,3,5,2,2,4,2,1,2,4,0,0,neutral or dissatisfied
5183,Male,Loyal Customer,48,Business travel,Business,689,3,5,2,5,2,3,3,3,3,3,3,4,3,2,53,35,neutral or dissatisfied
5184,Female,Loyal Customer,53,Business travel,Business,2853,3,3,5,3,5,4,5,5,5,5,5,4,5,3,0,0,satisfied
5185,Female,Loyal Customer,23,Personal Travel,Eco,1144,3,5,3,3,5,3,5,5,2,4,4,4,2,5,0,15,neutral or dissatisfied
5186,Female,Loyal Customer,36,Business travel,Business,1625,2,1,1,1,2,2,3,2,2,1,2,1,2,4,0,0,neutral or dissatisfied
5187,Male,Loyal Customer,35,Business travel,Business,2254,3,3,3,3,1,3,4,3,3,3,3,2,3,4,0,0,neutral or dissatisfied
5188,Male,disloyal Customer,26,Business travel,Business,469,0,0,0,3,1,0,1,1,3,2,4,5,5,1,0,0,satisfied
5189,Male,Loyal Customer,57,Business travel,Business,113,4,2,2,2,2,3,4,1,1,1,4,1,1,1,0,0,neutral or dissatisfied
5190,Male,disloyal Customer,26,Business travel,Business,1205,4,4,4,2,1,4,1,1,4,4,5,4,5,1,0,0,satisfied
5191,Female,Loyal Customer,48,Personal Travel,Eco,214,3,0,3,5,2,5,5,3,3,3,3,5,3,3,0,0,neutral or dissatisfied
5192,Female,Loyal Customer,9,Personal Travel,Eco,280,2,4,2,2,2,2,2,2,4,3,5,5,2,2,0,0,neutral or dissatisfied
5193,Female,Loyal Customer,53,Business travel,Business,1770,0,0,0,1,4,5,5,2,2,2,2,5,2,4,3,0,satisfied
5194,Male,Loyal Customer,29,Personal Travel,Eco,651,2,5,2,2,1,2,1,1,5,3,4,4,4,1,0,0,neutral or dissatisfied
5195,Female,disloyal Customer,17,Business travel,Eco,802,4,4,4,5,4,4,4,4,4,5,5,4,5,4,0,0,satisfied
5196,Female,Loyal Customer,43,Business travel,Business,1389,1,1,1,1,4,4,4,5,5,5,5,4,5,4,0,0,satisfied
5197,Female,disloyal Customer,30,Business travel,Eco,190,1,4,1,4,4,1,4,4,4,5,1,5,4,4,0,0,neutral or dissatisfied
5198,Female,Loyal Customer,47,Business travel,Eco,1237,4,5,5,5,2,2,2,4,4,4,4,1,4,1,0,0,satisfied
5199,Male,Loyal Customer,33,Business travel,Business,2654,1,1,1,1,5,5,5,5,4,1,2,1,2,5,0,0,satisfied
5200,Male,Loyal Customer,35,Business travel,Business,2422,5,5,5,5,2,5,4,5,5,5,5,5,5,5,29,23,satisfied
5201,Female,disloyal Customer,27,Business travel,Business,1280,4,4,4,4,4,4,4,4,5,4,3,5,4,4,21,4,satisfied
5202,Female,Loyal Customer,28,Business travel,Business,1910,4,4,4,4,3,4,3,3,5,3,3,5,5,3,109,69,satisfied
5203,Female,Loyal Customer,41,Personal Travel,Eco,1172,3,5,3,2,1,3,1,1,4,4,3,4,4,1,0,6,neutral or dissatisfied
5204,Female,Loyal Customer,60,Business travel,Business,2130,5,5,5,5,4,5,5,4,4,4,4,5,4,3,1,1,satisfied
5205,Female,Loyal Customer,31,Personal Travel,Eco,725,5,4,5,1,2,5,2,2,4,3,3,5,2,2,0,0,satisfied
5206,Male,Loyal Customer,44,Personal Travel,Business,1562,3,5,3,4,4,4,4,2,2,3,2,3,2,3,4,17,neutral or dissatisfied
5207,Male,Loyal Customer,38,Business travel,Business,3890,1,1,1,1,2,1,4,4,4,4,4,1,4,1,0,0,satisfied
5208,Male,Loyal Customer,60,Business travel,Business,2386,0,5,0,1,5,5,4,5,5,4,4,4,5,5,0,0,satisfied
5209,Female,Loyal Customer,21,Business travel,Eco,2475,3,4,4,4,3,3,1,3,2,1,2,1,3,3,0,0,neutral or dissatisfied
5210,Male,Loyal Customer,43,Business travel,Business,3331,1,3,1,1,3,5,4,4,4,4,4,4,4,3,7,22,satisfied
5211,Male,Loyal Customer,61,Personal Travel,Eco,563,2,4,1,4,2,1,5,2,3,4,5,4,4,2,0,0,neutral or dissatisfied
5212,Female,Loyal Customer,61,Personal Travel,Eco,1438,2,4,2,1,3,5,5,4,4,2,4,5,4,4,0,9,neutral or dissatisfied
5213,Male,disloyal Customer,15,Business travel,Eco,782,3,3,3,2,3,3,4,3,2,4,2,2,5,3,0,0,neutral or dissatisfied
5214,Female,Loyal Customer,43,Business travel,Business,1635,5,5,5,5,2,4,5,5,5,5,5,5,5,3,5,0,satisfied
5215,Male,disloyal Customer,24,Business travel,Eco,531,3,0,3,4,4,3,4,4,1,3,1,4,1,4,0,0,neutral or dissatisfied
5216,Male,Loyal Customer,49,Business travel,Business,1897,1,1,4,1,2,2,2,3,4,5,5,2,5,2,254,,satisfied
5217,Female,Loyal Customer,62,Personal Travel,Eco,507,3,4,3,3,5,4,4,3,3,3,3,3,3,2,9,1,neutral or dissatisfied
5218,Male,Loyal Customer,57,Personal Travel,Eco,867,2,0,2,4,3,2,3,3,3,4,4,3,5,3,78,91,neutral or dissatisfied
5219,Female,Loyal Customer,55,Business travel,Business,302,0,0,0,1,2,4,4,1,1,1,1,4,1,3,0,2,satisfied
5220,Male,Loyal Customer,40,Business travel,Business,2937,5,5,5,5,3,5,4,4,4,4,4,5,4,4,0,7,satisfied
5221,Female,Loyal Customer,59,Business travel,Business,1574,4,4,4,4,4,5,5,3,3,3,3,5,3,5,0,0,satisfied
5222,Male,Loyal Customer,32,Business travel,Eco,236,0,0,0,2,3,0,3,3,4,1,3,1,4,3,45,51,satisfied
5223,Female,Loyal Customer,46,Personal Travel,Eco,2288,3,2,3,4,2,4,3,5,5,3,5,3,5,4,0,0,neutral or dissatisfied
5224,Male,Loyal Customer,46,Business travel,Business,956,4,4,4,4,2,4,3,3,3,4,3,2,3,1,0,0,satisfied
5225,Male,Loyal Customer,33,Business travel,Business,2466,3,3,3,3,4,4,4,3,2,4,5,4,2,4,163,158,satisfied
5226,Female,disloyal Customer,22,Business travel,Eco,462,1,0,1,2,5,1,2,5,3,4,4,3,5,5,0,0,neutral or dissatisfied
5227,Male,Loyal Customer,46,Personal Travel,Eco,373,3,4,3,3,4,3,4,4,5,4,1,3,1,4,0,0,neutral or dissatisfied
5228,Male,Loyal Customer,38,Business travel,Business,86,4,4,4,4,1,3,4,5,5,5,5,2,5,4,0,1,satisfied
5229,Male,disloyal Customer,21,Business travel,Eco,204,4,1,4,2,5,4,5,5,1,2,4,2,1,5,0,0,satisfied
5230,Male,Loyal Customer,51,Business travel,Business,2357,3,3,3,3,2,2,2,4,2,4,4,2,4,2,139,135,satisfied
5231,Female,Loyal Customer,52,Business travel,Business,812,2,2,2,2,5,4,5,5,5,5,5,3,5,4,0,0,satisfied
5232,Male,Loyal Customer,42,Personal Travel,Business,460,4,5,4,5,3,4,4,3,3,4,3,4,3,3,7,0,neutral or dissatisfied
5233,Male,Loyal Customer,36,Business travel,Business,2836,3,3,3,3,2,5,3,5,5,5,5,4,5,4,1,6,satisfied
5234,Female,Loyal Customer,42,Business travel,Business,651,1,5,5,5,3,3,3,1,1,1,1,1,1,1,0,0,neutral or dissatisfied
5235,Male,disloyal Customer,34,Business travel,Business,2422,3,3,3,4,5,3,5,5,5,2,4,4,4,5,0,0,neutral or dissatisfied
5236,Male,disloyal Customer,43,Business travel,Business,1067,5,5,5,2,3,5,3,3,4,2,5,5,5,3,0,0,satisfied
5237,Female,Loyal Customer,51,Personal Travel,Eco,2125,3,5,3,4,3,1,1,3,3,3,4,2,3,2,0,0,neutral or dissatisfied
5238,Female,Loyal Customer,15,Personal Travel,Eco,333,3,4,3,1,4,3,5,4,4,3,4,4,4,4,3,0,neutral or dissatisfied
5239,Male,Loyal Customer,40,Business travel,Business,2565,3,3,3,3,4,4,4,4,4,4,4,5,4,3,61,50,satisfied
5240,Male,Loyal Customer,34,Personal Travel,Eco,522,3,4,3,3,3,3,4,3,5,3,5,4,4,3,0,12,neutral or dissatisfied
5241,Male,Loyal Customer,70,Personal Travel,Eco,650,3,3,3,4,4,3,4,4,2,5,4,4,4,4,9,0,neutral or dissatisfied
5242,Female,Loyal Customer,47,Business travel,Business,333,0,0,0,2,2,4,4,2,2,2,2,5,2,4,0,0,satisfied
5243,Male,Loyal Customer,37,Personal Travel,Eco,640,4,4,4,4,3,4,3,3,5,5,5,5,5,3,3,0,satisfied
5244,Female,disloyal Customer,26,Business travel,Eco,1379,3,2,2,4,5,3,5,5,3,4,3,3,4,5,2,0,neutral or dissatisfied
5245,Male,Loyal Customer,64,Personal Travel,Eco,507,3,5,3,1,3,1,1,5,4,4,5,1,3,1,153,144,neutral or dissatisfied
5246,Female,Loyal Customer,43,Business travel,Business,2997,4,4,4,4,4,4,4,4,4,4,4,5,4,4,0,18,satisfied
5247,Female,Loyal Customer,22,Business travel,Business,2498,4,4,4,4,5,5,5,5,4,2,4,3,5,5,0,0,satisfied
5248,Female,Loyal Customer,35,Business travel,Eco,927,4,3,3,3,4,4,4,4,3,1,5,1,4,4,0,10,satisfied
5249,Male,Loyal Customer,34,Personal Travel,Eco,395,2,5,2,3,3,2,3,3,3,5,2,5,2,3,0,0,neutral or dissatisfied
5250,Male,Loyal Customer,56,Business travel,Business,1849,1,1,1,1,5,4,4,4,4,4,4,3,4,5,128,123,satisfied
5251,Male,Loyal Customer,35,Business travel,Business,3715,3,3,4,3,3,3,3,3,4,4,3,3,1,3,163,164,neutral or dissatisfied
5252,Male,Loyal Customer,57,Business travel,Eco Plus,429,4,2,2,2,4,4,4,4,4,4,2,3,4,4,2,0,satisfied
5253,Male,Loyal Customer,53,Business travel,Eco,1189,4,2,2,2,4,4,4,4,1,2,3,3,3,4,0,13,neutral or dissatisfied
5254,Female,Loyal Customer,78,Business travel,Eco,192,1,4,2,2,1,3,2,1,1,1,1,1,1,2,0,0,neutral or dissatisfied
5255,Female,Loyal Customer,28,Personal Travel,Eco Plus,2845,4,1,4,4,1,4,1,1,4,5,3,4,4,1,0,0,neutral or dissatisfied
5256,Male,Loyal Customer,58,Business travel,Eco,455,5,3,3,3,3,5,3,3,5,5,5,4,2,3,0,0,satisfied
5257,Female,Loyal Customer,43,Business travel,Business,3647,4,4,2,2,2,3,4,4,4,4,4,3,4,2,4,17,neutral or dissatisfied
5258,Male,Loyal Customer,35,Business travel,Eco,1179,4,5,5,5,4,4,4,4,2,4,5,5,1,4,9,0,satisfied
5259,Female,Loyal Customer,68,Personal Travel,Eco,657,2,2,2,2,3,2,2,3,3,2,3,2,3,4,0,0,neutral or dissatisfied
5260,Male,Loyal Customer,32,Business travel,Business,143,2,4,2,2,5,5,4,5,3,5,4,4,3,5,0,0,satisfied
5261,Female,Loyal Customer,35,Business travel,Business,3272,3,3,1,3,4,3,3,3,3,3,3,3,3,3,0,0,neutral or dissatisfied
5262,Male,Loyal Customer,19,Personal Travel,Eco,774,5,2,5,3,1,5,1,1,3,3,3,2,3,1,0,0,satisfied
5263,Female,disloyal Customer,39,Business travel,Business,213,4,4,4,1,4,4,4,4,3,2,4,4,4,4,4,17,satisfied
5264,Male,Loyal Customer,40,Business travel,Business,3801,2,4,4,4,2,4,4,2,2,2,2,4,2,4,61,82,neutral or dissatisfied
5265,Male,Loyal Customer,35,Business travel,Business,368,1,1,1,1,4,5,5,4,4,4,4,5,4,3,3,0,satisfied
5266,Male,Loyal Customer,29,Business travel,Business,541,2,1,2,2,2,2,2,2,5,3,4,5,4,2,0,0,satisfied
